resolution,frame_width,frame_height,tile_width,tile_height,gaussian_kernel,array_size,sram_budget_kb,bandwidth_gbps,dataflow,run_name,spec_hash,simulation_hash,tile_class,tile_out_width,tile_out_height,tile_count,stage,stage_op,stage_m,stage_n,stage_k,stage_macs_per_tile,stage_input_pixels_with_halo,stage_output_pixels,cycles_per_tile,compute_cycles_per_tile,stall_cycles_per_tile,scaled_cycles,scaled_stall_cycles,scaled_macs,scaled_sram_accesses,scaled_dram_accesses,overall_util_pct,mapping_efficiency_pct,compute_util_pct,analytical_lower_bound_ms,energy_mac_pj,energy_sram_pj,energy_dram_pj,energy_total_pj,energy_total_mj
hires,2048,2048,128,128,3,32,4096,200.0,ws,run_d4a888aa1936,d3082e166a4d,a02432a11f14,full,128,128,256,gaussian_k3,gaussian,16384,1,9,147456,16900,16384,19180.0,16477.0,0.0,4910080.0,0.0,37748736,41945344.0,138543104.0,0.8739454997875827,0.87890625,0.8722514991822642,0.110592,7549747.2,209726720.0,13854310400.0,14071586867.2,14.0715868672
hires,2048,2048,128,128,3,32,4096,200.0,ws,run_d4a888aa1936,d3082e166a4d,a02432a11f14,full,128,128,256,sobel_3x3,sobel,16384,2,9,294912,16900,16384,19262.0,16477.0,0.0,4931072.0,0.0,75497472,46141952.0,142737408.0,1.7478909995751657,1.7578125,1.7445029983645284,0.110592,15099494.4,230709760.0,14273740800.0,14519550054.4,14.5195500544
1080p,1920,1080,128,128,7,8,256,800.0,ws,run_d4b23a517ad4,fbc537141841,d4b23a517ad4,bottom_edge,128,56,15,gaussian_k7,gaussian,7168,1,49,351232,8308,7168,50465.0,50329.0,0.0,756975.0,0.0,5268480,6021855.0,6092640.0,10.904250034771206,10.9375,10.893427817146032,2.1708000000000003,1053696.0,30109275.0,609264000.0,640426971.0,0.640426971
1080p,1920,1080,128,128,7,8,256,800.0,ws,run_d4b23a517ad4,fbc537141841,d4b23a517ad4,bottom_edge,128,56,15,sobel_3x3,sobel,7168,2,9,129024,7540,7168,14488.0,14379.0,0.0,217320.0,0.0,1935360,1398030.0,2218080.0,14.0204464844565,14.0625,14.005835764902042,2.1708000000000003,387072.0,6990150.0,221808000.0,229185222.0,0.229185222
1080p,1920,1080,128,128,7,16,4096,800.0,os,run_d503891b7ed9,eccfd0b922db,d503891b7ed9,bottom_edge,128,56,15,gaussian_k7,gaussian,7168,1,49,351232,8308,7168,35839.0,35391.0,0.0,537585.0,0.0,5268480,5920320.0,5399520.0,3.8766918143030713,6.25,3.876582278481034,0.5427000000000001,1053696.0,29601600.0,539952000.0,570607296.0,0.570607296
1080p,1920,1080,128,128,7,16,4096,800.0,os,run_d503891b7ed9,eccfd0b922db,d503891b7ed9,bottom_edge,128,56,15,sobel_3x3,sobel,7168,2,9,129024,7540,7168,17569.0,17471.0,0.0,263535.0,0.0,1935360,1518720.0,1199040.0,2.884780493389045,12.5,2.884615384615372,0.5427000000000001,387072.0,7593600.0,119904000.0,127884672.0,0.127884672
720p,1280,720,128,128,7,16,256,50.0,os,run_d53df026d2c7,,,full,128,128,50,gaussian_k7,gaussian,16384,1,49,802816,17956,16384,136514.0,135009.0,54114.0,6825700.0,2705700.0,40140800,45107200.0,283579200.0,2.322808109089024,6.25,3.876582278481053,0.2412,8028160.0,225536000.0,28357920000.0,28591484160.0,28.59148416
720p,1280,720,128,128,7,16,256,50.0,os,run_d53df026d2c7,,,full,128,128,50,sobel_3x3,sobel,16384,2,9,294912,16900,16384,41768.0,39935.0,0.0,2088400.0,0.0,14745600,11571200.0,39930900.0,2.8846876173782396,12.5,2.884615384615348,0.2412,2949120.0,57856000.0,3993090000.0,4053895120.0,4.05389512
1080p,1920,1080,128,128,7,16,256,50.0,os,run_d53df026d2c7,a2512967c2fd,28b338848752,full,128,128,120,gaussian_k7,gaussian,16384,1,49,802816,17956,16384,136514.0,135009.0,54114.0,16381680.0,6493680.0,96337920,108257280.0,680590080.0,2.322808109089024,6.25,3.876582278481053,0.5427000000000001,19267584.0,541286400.0,68059008000.0,68619561984.0,68.619561984
1080p,1920,1080,128,128,7,16,256,50.0,os,run_d53df026d2c7,a2512967c2fd,28b338848752,full,128,128,120,sobel_3x3,sobel,16384,2,9,294912,16900,16384,41768.0,39935.0,0.0,5012160.0,0.0,35389440,27770880.0,95834160.0,2.8846876173782396,12.5,2.884615384615348,0.5427000000000001,7077888.0,138854400.0,9583416000.0,9729348288.0,9.729348288
hires,2048,2048,128,128,7,16,256,50.0,os,run_d53df026d2c7,850805787290,28b338848752,full,128,128,256,gaussian_k7,gaussian,16384,1,49,802816,17956,16384,136514.0,135009.0,54114.0,34947584.0,13853184.0,205520896,230948864.0,1451925504.0,2.322808109089024,6.25,3.876582278481053,1.097728,41104179.2,1154744320.0,145192550400.0,146388398899.2,146.3883988992
hires,2048,2048,128,128,7,16,256,50.0,os,run_d53df026d2c7,850805787290,28b338848752,full,128,128,256,sobel_3x3,sobel,16384,2,9,294912,16900,16384,41768.0,39935.0,0.0,10692608.0,0.0,75497472,59244544.0,204446208.0,2.8846876173782396,12.5,2.884615384615348,1.097728,15099494.4,296222720.0,20444620800.0,20755943014.4,20.755943014400003
1080p,1920,1080,128,128,7,16,256,800.0,os,run_d55215a2bc46,e9d23390ecef,d55215a2bc46,bottom_edge,128,56,15,gaussian_k7,gaussian,7168,1,49,351232,8308,7168,35473.0,35391.0,0.0,532095.0,0.0,5268480,5920320.0,16103520.0,3.8766918143030713,6.25,3.876582278481034,0.5427000000000001,1053696.0,29601600.0,1610352000.0,1641007296.0,1.641007296
1080p,1920,1080,128,128,7,16,256,800.0,os,run_d55215a2bc46,e9d23390ecef,d55215a2bc46,bottom_edge,128,56,15,sobel_3x3,sobel,7168,2,9,129024,7540,7168,17562.0,17471.0,0.0,263430.0,0.0,1935360,1518720.0,2003040.0,2.884780493389045,12.5,2.884615384615372,0.5427000000000001,387072.0,7593600.0,200304000.0,208284672.0,0.208284672
720p,1280,720,128,128,5,32,4096,200.0,os,run_d5c6bc43b044,,,full,128,128,50,gaussian_k5,gaussian,16384,1,25,409600,17424,16384,46672.0,44543.0,0.0,2333600.0,0.0,20480000,23577600.0,21339200.0,0.8980086657836248,3.125,0.8979885057471252,0.0387,4096000.0,117888000.0,2133920000.0,2255904000.0,2.255904
720p,1280,720,128,128,5,32,4096,200.0,os,run_d5c6bc43b044,,,full,128,128,50,sobel_3x3,sobel,16384,2,9,294912,16900,16384,37252.0,36351.0,0.0,1862600.0,0.0,14745600,11110400.0,9038400.0,0.7922753156721961,6.25,0.7922535211267545,0.0387,2949120.0,55552000.0,903840000.0,962341120.0,0.96234112
1080p,1920,1080,128,128,5,32,4096,200.0,os,run_d5c6bc43b044,e916a58590a7,da04deba114f,full,128,128,120,gaussian_k5,gaussian,16384,1,25,409600,17424,16384,46672.0,44543.0,0.0,5600640.0,0.0,49152000,56586240.0,51214080.0,0.8980086657836248,3.125,0.8979885057471252,0.087075,9830400.0,282931200.0,5121408000.0,5414169600.0,5.4141696
1080p,1920,1080,128,128,5,32,4096,200.0,os,run_d5c6bc43b044,e916a58590a7,da04deba114f,full,128,128,120,sobel_3x3,sobel,16384,2,9,294912,16900,16384,37252.0,36351.0,0.0,4470240.0,0.0,35389440,26664960.0,21692160.0,0.7922753156721961,6.25,0.7922535211267545,0.087075,7077888.0,133324800.0,2169216000.0,2309618688.0,2.309618688
hires,2048,2048,128,128,5,32,4096,200.0,os,run_d5c6bc43b044,3a23838576a2,da04deba114f,full,128,128,256,gaussian_k5,gaussian,16384,1,25,409600,17424,16384,46672.0,44543.0,0.0,11948032.0,0.0,104857600,120717312.0,109256704.0,0.8980086657836248,3.125,0.8979885057471252,0.176128,20971520.0,603586560.0,10925670400.0,11550228480.0,11.55022848
hires,2048,2048,128,128,5,32,4096,200.0,os,run_d5c6bc43b044,3a23838576a2,da04deba114f,full,128,128,256,sobel_3x3,sobel,16384,2,9,294912,16900,16384,37252.0,36351.0,0.0,9536512.0,0.0,75497472,56885248.0,46276608.0,0.7922753156721961,6.25,0.7922535211267545,0.176128,15099494.4,284426240.0,4627660800.0,4927186534.4,4.9271865344
1080p,1920,1080,128,128,3,32,256,50.0,os,run_d5cc251c8b70,09f3ea02bade,d5cc251c8b70,bottom_edge,128,56,15,gaussian_k3,gaussian,7168,1,9,64512,7540,7168,17224.0,15903.0,0.0,258360.0,0.0,967680,1320480.0,1879020.0,0.3961516694963214,3.125,0.3961267605633785,0.054675,193536.0,6602400.0,187902000.0,194697936.0,0.194697936
1080p,1920,1080,128,128,3,32,256,50.0,os,run_d5cc251c8b70,09f3ea02bade,d5cc251c8b70,bottom_edge,128,56,15,sobel_3x3,sobel,7168,2,9,129024,7540,7168,17367.0,15903.0,0.0,260505.0,0.0,1935360,1458240.0,1986540.0,0.7923033389926429,6.25,0.7922535211267571,0.054675,387072.0,7291200.0,198654000.0,206332272.0,0.206332272
1080p,1920,1080,128,128,7,32,1024,200.0,ws,run_d625d37af8bf,388ebf6b29b9,d625d37af8bf,bottom_edge,128,56,15,gaussian_k7,gaussian,7168,1,49,351232,8308,7168,15775.0,14523.0,0.0,236625.0,0.0,5268480,5484255.0,7325040.0,2.361770983956483,2.392578125,2.351569998628822,0.13567500000000002,1053696.0,27421275.0,732504000.0,760978971.0,0.760978971
1080p,1920,1080,128,128,7,32,1024,200.0,ws,run_d625d37af8bf,388ebf6b29b9,d625d37af8bf,bottom_edge,128,56,15,sobel_3x3,sobel,7168,2,9,129024,7540,7168,8479.0,7261.0,0.0,127185.0,0.0,1935360,1182990.0,3662040.0,1.735298168296378,1.7578125,1.727684080625257,0.13567500000000002,387072.0,5914950.0,366204000.0,372506022.0,0.372506022
720p,1280,720,128,128,11,16,1024,800.0,os,run_d669cd39b579,,,bottom_edge,128,80,10,gaussian_k11,gaussian,10240,1,121,1239040,12420,10240,96947.0,96639.0,0.0,969470.0,0.0,12390400,13472000.0,14334400.0,5.008329970301845,6.25,5.008278145695392,0.5004000000000001,2478080.0,67360000.0,1433440000.0,1503278080.0,1.50327808
720p,1280,720,128,128,11,16,1024,800.0,os,run_d669cd39b579,,,bottom_edge,128,80,10,sobel_3x3,sobel,10240,2,9,184320,10660,10240,25100.0,24959.0,0.0,251000.0,0.0,1843200,1446400.0,1140800.0,2.8847309587723866,12.5,2.8846153846153593,0.5004000000000001,368640.0,7232000.0,114080000.0,121680640.0,0.12168064
1080p,1920,1080,128,128,5,64,1024,800.0,ws,run_d6bf54cc89c2,7f1f201b224f,d6bf54cc89c2,bottom_edge,128,56,15,gaussian_k5,gaussian,7168,1,25,179200,7920,7168,7661.0,7357.0,0.0,114915.0,0.0,2688000,2795895.0,3683520.0,0.5946717411988582,0.6103515625,0.5895431882495621,0.02176875,537600.0,13979475.0,368352000.0,382869075.0,0.382869075
1080p,1920,1080,128,128,5,64,1024,800.0,ws,run_d6bf54cc89c2,7f1f201b224f,d6bf54cc89c2,bottom_edge,128,56,15,sobel_3x3,sobel,7168,2,9,129024,7540,7168,7670.0,7357.0,0.0,115050.0,0.0,1935360,1182990.0,3779040.0,0.4281636536631779,0.439453125,0.4244710955396847,0.02176875,387072.0,5914950.0,377904000.0,384206022.0,0.384206022
1080p,1920,1080,128,128,5,128,1024,200.0,os,run_d6e449c6ddde,712d8bb5e06f,d6e449c6ddde,bottom_edge,128,56,15,gaussian_k5,gaussian,7168,1,25,179200,7920,7168,16554.0,15623.0,0.0,248310.0,0.0,2688000,3031560.0,2843520.0,0.0700089611470268,0.78125,0.0700044802867383,0.010368,537600.0,15157800.0,284352000.0,300047400.0,0.3000474
1080p,1920,1080,128,128,5,128,1024,200.0,os,run_d6e449c6ddde,712d8bb5e06f,d6e449c6ddde,bottom_edge,128,56,15,sobel_3x3,sobel,7168,2,9,129024,7540,7168,15121.0,14727.0,0.0,226815.0,0.0,1935360,1412880.0,1202040.0,0.0534732124668975,1.5625,0.0534695817490493,0.010368,387072.0,7064400.0,120204000.0,127655472.0,0.127655472
720p,1280,720,128,128,3,128,256,50.0,ws,run_d72ed0ccc903,,,full,128,128,50,gaussian_k3,gaussian,16384,1,9,147456,16900,16384,18270.0,16765.0,0.0,913500.0,0.0,7372800,8192450.0,9714200.0,0.0536832687145839,0.054931640625,0.0532765050612679,0.018432,1474560.0,40962250.0,971420000.0,1013856810.0,1.01385681
720p,1280,720,128,128,3,128,256,50.0,ws,run_d72ed0ccc903,,,full,128,128,50,sobel_3x3,sobel,16384,2,9,294912,16900,16384,18598.0,16765.0,0.0,929900.0,0.0,14745600,9012100.0,10533400.0,0.1073665374291679,0.10986328125,0.1065530101225359,0.018432,2949120.0,45060500.0,1053340000.0,1101349620.0,1.10134962
1080p,1920,1080,128,128,3,128,256,50.0,ws,run_d72ed0ccc903,04e31b56830b,c6630dee01a1,full,128,128,120,gaussian_k3,gaussian,16384,1,9,147456,16900,16384,18270.0,16765.0,0.0,2192400.0,0.0,17694720,19661880.0,23314080.0,0.0536832687145839,0.054931640625,0.0532765050612679,0.041472,3538944.0,98309400.0,2331408000.0,2433256344.0,2.433256344
1080p,1920,1080,128,128,3,128,256,50.0,ws,run_d72ed0ccc903,04e31b56830b,c6630dee01a1,full,128,128,120,sobel_3x3,sobel,16384,2,9,294912,16900,16384,18598.0,16765.0,0.0,2231760.0,0.0,35389440,21629040.0,25280160.0,0.1073665374291679,0.10986328125,0.1065530101225359,0.041472,7077888.0,108145200.0,2528016000.0,2643239088.0,2.643239088
hires,2048,2048,128,128,3,128,256,50.0,ws,run_d72ed0ccc903,820b1aa80eba,c6630dee01a1,full,128,128,256,gaussian_k3,gaussian,16384,1,9,147456,16900,16384,18270.0,16765.0,0.0,4677120.0,0.0,37748736,41945344.0,49736704.0,0.0536832687145839,0.054931640625,0.0532765050612679,0.08388608,7549747.2,209726720.0,4973670400.0,5190946867.2,5.1909468672
hires,2048,2048,128,128,3,128,256,50.0,ws,run_d72ed0ccc903,820b1aa80eba,c6630dee01a1,full,128,128,256,sobel_3x3,sobel,16384,2,9,294912,16900,16384,18598.0,16765.0,0.0,4761088.0,0.0,75497472,46141952.0,53931008.0,0.1073665374291679,0.10986328125,0.1065530101225359,0.08388608,15099494.4,230709760.0,5393100800.0,5638910054.4,5.638910054399999
1080p,1920,1080,128,128,11,64,4096,200.0,os,run_d771b3f90050,0f0737a276ba,d771b3f90050,bottom_edge,128,56,15,gaussian_k11,gaussian,7168,1,121,867328,9108,7168,32035.0,27663.0,0.0,480525.0,0.0,13009920,13535760.0,13235520.0,0.7654628926725229,1.5625,0.7654352226720643,0.07036875,2601984.0,67678800.0,1323552000.0,1393832784.0,1.393832784
1080p,1920,1080,128,128,11,64,4096,200.0,os,run_d771b3f90050,0f0737a276ba,d771b3f90050,bottom_edge,128,56,15,sobel_3x3,sobel,7168,2,9,129024,7540,7168,15513.0,15119.0,0.0,232695.0,0.0,1935360,1428000.0,1193040.0,0.2083471129042926,3.125,0.2083333333333331,0.07036875,387072.0,7140000.0,119304000.0,126831072.0,0.126831072
720p,1280,720,128,128,5,16,256,50.0,ws,run_d7937257be28,,,full,128,128,50,gaussian_k5,gaussian,16384,1,25,409600,17424,16384,34692.0,32859.0,0.0,1734600.0,0.0,20480000,22119650.0,22273400.0,4.8692899966523635,4.8828125,4.86470051687443,0.1548,4096000.0,110598250.0,2227340000.0,2342034250.0,2.34203425
720p,1280,720,128,128,5,16,256,50.0,ws,run_d7937257be28,,,full,128,128,50,sobel_3x3,sobel,16384,2,9,294912,16900,16384,18262.0,16429.0,0.0,913100.0,0.0,14745600,9012100.0,10480900.0,7.011990991539351,7.03125,7.00516874429918,0.1548,2949120.0,45060500.0,1048090000.0,1096099620.0,1.09609962
1080p,1920,1080,128,128,5,16,256,50.0,ws,run_d7937257be28,54689d0bcd57,11a92ce8b2ca,full,128,128,120,gaussian_k5,gaussian,16384,1,25,409600,17424,16384,34692.0,32859.0,0.0,4163040.0,0.0,49152000,53087160.0,53456160.0,4.8692899966523635,4.8828125,4.86470051687443,0.3483,9830400.0,265435800.0,5345616000.0,5620882200.0,5.6208822
1080p,1920,1080,128,128,5,16,256,50.0,ws,run_d7937257be28,54689d0bcd57,11a92ce8b2ca,full,128,128,120,sobel_3x3,sobel,16384,2,9,294912,16900,16384,18262.0,16429.0,0.0,2191440.0,0.0,35389440,21629040.0,25154160.0,7.011990991539351,7.03125,7.00516874429918,0.3483,7077888.0,108145200.0,2515416000.0,2630639088.0,2.630639088
hires,2048,2048,128,128,5,16,256,50.0,ws,run_d7937257be28,c356f63c61f5,11a92ce8b2ca,full,128,128,256,gaussian_k5,gaussian,16384,1,25,409600,17424,16384,34692.0,32859.0,0.0,8881152.0,0.0,104857600,113252608.0,114039808.0,4.8692899966523635,4.8828125,4.86470051687443,0.704512,20971520.0,566263040.0,11403980800.0,11991215360.0,11.99121536
hires,2048,2048,128,128,5,16,256,50.0,ws,run_d7937257be28,c356f63c61f5,11a92ce8b2ca,full,128,128,256,sobel_3x3,sobel,16384,2,9,294912,16900,16384,18262.0,16429.0,0.0,4675072.0,0.0,75497472,46141952.0,53662208.0,7.011990991539351,7.03125,7.00516874429918,0.704512,15099494.4,230709760.0,5366220800.0,5612030054.4,5.6120300544
720p,1280,720,128,128,3,128,4096,200.0,ws,run_d7ac7a373759,,,full,128,128,50,gaussian_k3,gaussian,16384,1,9,147456,16900,16384,21565.0,16765.0,0.0,1078250.0,0.0,7372800,8192450.0,48069200.0,0.0536832687145839,0.054931640625,0.0532765050612679,0.004608,1474560.0,40962250.0,4806920000.0,4849356810.0,4.84935681
720p,1280,720,128,128,3,128,4096,200.0,ws,run_d7ac7a373759,,,full,128,128,50,sobel_3x3,sobel,16384,2,9,294912,16900,16384,21647.0,16765.0,0.0,1082350.0,0.0,14745600,9012100.0,48888400.0,0.1073665374291679,0.10986328125,0.1065530101225359,0.004608,2949120.0,45060500.0,4888840000.0,4936849620.0,4.93684962
1080p,1920,1080,128,128,3,128,4096,200.0,ws,run_d7ac7a373759,2789c2c1e19c,e4663f4d2a4e,full,128,128,120,gaussian_k3,gaussian,16384,1,9,147456,16900,16384,21565.0,16765.0,0.0,2587800.0,0.0,17694720,19661880.0,115366080.0,0.0536832687145839,0.054931640625,0.0532765050612679,0.010368,3538944.0,98309400.0,11536608000.0,11638456344.0,11.638456344
1080p,1920,1080,128,128,3,128,4096,200.0,ws,run_d7ac7a373759,2789c2c1e19c,e4663f4d2a4e,full,128,128,120,sobel_3x3,sobel,16384,2,9,294912,16900,16384,21647.0,16765.0,0.0,2597640.0,0.0,35389440,21629040.0,117332160.0,0.1073665374291679,0.10986328125,0.1065530101225359,0.010368,7077888.0,108145200.0,11733216000.0,11848439088.0,11.848439088
hires,2048,2048,128,128,3,128,4096,200.0,ws,run_d7ac7a373759,91893514690e,e4663f4d2a4e,full,128,128,256,gaussian_k3,gaussian,16384,1,9,147456,16900,16384,21565.0,16765.0,0.0,5520640.0,0.0,37748736,41945344.0,246114304.0,0.0536832687145839,0.054931640625,0.0532765050612679,0.02097152,7549747.2,209726720.0,24611430400.0,24828706867.2,24.8287068672
hires,2048,2048,128,128,3,128,4096,200.0,ws,run_d7ac7a373759,91893514690e,e4663f4d2a4e,full,128,128,256,sobel_3x3,sobel,16384,2,9,294912,16900,16384,21647.0,16765.0,0.0,5541632.0,0.0,75497472,46141952.0,250308608.0,0.1073665374291679,0.10986328125,0.1065530101225359,0.02097152,15099494.4,230709760.0,25030860800.0,25276670054.4,25.2766700544
720p,1280,720,128,128,11,128,1024,200.0,os,run_d7d0e3d866ab,,,bottom_edge,128,80,10,gaussian_k11,gaussian,10240,1,121,1239040,12420,10240,46781.0,45549.0,15550.0,467810.0,155500.0,12390400,12794400.0,87652400.0,0.1660299896814419,0.78125,0.2520833333333333,0.007818750000000001,2478080.0,63972000.0,8765240000.0,8831690080.0,8.83169008
720p,1280,720,128,128,11,128,1024,200.0,os,run_d7d0e3d866ab,,,bottom_edge,128,80,10,sobel_3x3,sobel,10240,2,9,184320,10660,10240,21602.0,21039.0,0.0,216020.0,0.0,1843200,1345600.0,1138800.0,0.0534721231997718,1.5625,0.0534695817490493,0.007818750000000001,368640.0,6728000.0,113880000.0,120976640.0,0.12097664
720p,1280,720,128,128,3,128,256,200.0,os,run_d7e8fbfffe38,,,bottom_edge,128,80,10,gaussian_k3,gaussian,10240,1,9,92160,10660,10240,21385.0,21039.0,0.0,213850.0,0.0,921600,1236000.0,1294400.0,0.0267360615998859,0.78125,0.0267347908745246,0.004608,184320.0,6180000.0,129440000.0,135804320.0,0.13580432
720p,1280,720,128,128,3,128,256,200.0,os,run_d7e8fbfffe38,,,bottom_edge,128,80,10,sobel_3x3,sobel,10240,2,9,184320,10660,10240,21436.0,21039.0,0.0,214360.0,0.0,1843200,1345600.0,1396800.0,0.0534721231997718,1.5625,0.0534695817490493,0.004608,368640.0,6728000.0,139680000.0,146776640.0,0.14677664
1080p,1920,1080,128,128,3,64,4096,200.0,ws,run_d80ad831222d,aac5ad007728,d80ad831222d,bottom_edge,128,56,15,gaussian_k3,gaussian,7168,1,9,64512,7540,7168,9686.0,7357.0,0.0,145290.0,0.0,967680,1075335.0,6998520.0,0.2140818268315889,0.2197265625,0.2122355477698423,0.01366875,193536.0,5376675.0,699852000.0,705422211.0,0.705422211
1080p,1920,1080,128,128,3,64,4096,200.0,ws,run_d80ad831222d,aac5ad007728,d80ad831222d,bottom_edge,128,56,15,sobel_3x3,sobel,7168,2,9,129024,7540,7168,9722.0,7357.0,0.0,145830.0,0.0,1935360,1182990.0,7106040.0,0.4281636536631779,0.439453125,0.4244710955396847,0.01366875,387072.0,5914950.0,710604000.0,716906022.0,0.716906022
720p,1280,720,128,128,7,8,1024,50.0,ws,run_d83c3ff131c4,,,full,128,128,50,gaussian_k7,gaussian,16384,1,49,802816,17956,16384,121855.0,114841.0,0.0,6092750.0,0.0,40140800,45877650.0,52964400.0,10.922928222498934,10.9375,10.918174617681109,0.9648,8028160.0,229388250.0,5296440000.0,5533856410.0,5.53385641
720p,1280,720,128,128,7,8,1024,50.0,ws,run_d83c3ff131c4,,,full,128,128,50,sobel_3x3,sobel,16384,2,9,294912,16900,16384,38842.0,32811.0,0.0,1942100.0,0.0,14745600,10650500.0,15084300.0,14.044070586083937,14.0625,14.037653079875708,0.9648,2949120.0,53252500.0,1508430000.0,1564631620.0,1.56463162
1080p,1920,1080,128,128,7,8,1024,50.0,ws,run_d83c3ff131c4,3f2afcc7ad81,265623e8b5c0,full,128,128,120,gaussian_k7,gaussian,16384,1,49,802816,17956,16384,121855.0,114841.0,0.0,14622600.0,0.0,96337920,110106360.0,127114560.0,10.922928222498934,10.9375,10.918174617681109,2.1708000000000003,19267584.0,550531800.0,12711456000.0,13281255384.0,13.281255384
1080p,1920,1080,128,128,7,8,1024,50.0,ws,run_d83c3ff131c4,3f2afcc7ad81,265623e8b5c0,full,128,128,120,sobel_3x3,sobel,16384,2,9,294912,16900,16384,38842.0,32811.0,0.0,4661040.0,0.0,35389440,25561200.0,36202320.0,14.044070586083937,14.0625,14.037653079875708,2.1708000000000003,7077888.0,127806000.0,3620232000.0,3755115888.0,3.755115888
hires,2048,2048,128,128,7,8,1024,50.0,ws,run_d83c3ff131c4,485a66eec8a1,265623e8b5c0,full,128,128,256,gaussian_k7,gaussian,16384,1,49,802816,17956,16384,121855.0,114841.0,0.0,31194880.0,0.0,205520896,234893568.0,271177728.0,10.922928222498934,10.9375,10.918174617681109,4.390912,41104179.2,1174467840.0,27117772800.0,28333344819.2,28.3333448192
hires,2048,2048,128,128,7,8,1024,50.0,ws,run_d83c3ff131c4,485a66eec8a1,265623e8b5c0,full,128,128,256,sobel_3x3,sobel,16384,2,9,294912,16900,16384,38842.0,32811.0,0.0,9943552.0,0.0,75497472,54530560.0,77231616.0,14.044070586083937,14.0625,14.037653079875708,4.390912,15099494.4,272652800.0,7723161600.0,8010913894.4,8.0109138944
1080p,1920,1080,128,128,11,64,256,800.0,ws,run_d8a3a394373d,a5a1d9acf336,d8a3a394373d,bottom_edge,128,56,15,gaussian_k11,gaussian,7168,1,121,867328,9108,7168,14806.0,14715.0,0.0,222090.0,0.0,13009920,13226775.0,13655040.0,1.4390078151546042,1.47705078125,1.42669451556394,0.07036875,2601984.0,66133875.0,1365504000.0,1434239859.0,1.434239859
1080p,1920,1080,128,128,11,64,256,800.0,ws,run_d8a3a394373d,a5a1d9acf336,d8a3a394373d,bottom_edge,128,56,15,sobel_3x3,sobel,7168,2,9,129024,7540,7168,7448.0,7357.0,0.0,111720.0,0.0,1935360,1182990.0,2003040.0,0.4281636536631779,0.439453125,0.4244710955396847,0.07036875,387072.0,5914950.0,200304000.0,206606022.0,0.206606022
1080p,1920,1080,128,128,3,64,4096,200.0,os,run_d8de6477f2aa,0b05c824e199,d8de6477f2aa,bottom_edge,128,56,15,gaussian_k3,gaussian,7168,1,9,64512,7540,7168,15477.0,15119.0,0.0,232155.0,0.0,967680,1305360.0,1085520.0,0.1041735564521463,1.5625,0.1041666666666665,0.01366875,193536.0,6526800.0,108552000.0,115272336.0,0.115272336
1080p,1920,1080,128,128,3,64,4096,200.0,os,run_d8de6477f2aa,0b05c824e199,d8de6477f2aa,bottom_edge,128,56,15,sobel_3x3,sobel,7168,2,9,129024,7540,7168,15513.0,15119.0,0.0,232695.0,0.0,1935360,1428000.0,1193040.0,0.2083471129042926,3.125,0.2083333333333331,0.01366875,387072.0,7140000.0,119304000.0,126831072.0,0.126831072
1080p,1920,1080,128,128,11,16,4096,800.0,os,run_d90b8266590a,0a7e3f73104c,d90b8266590a,bottom_edge,128,56,15,gaussian_k11,gaussian,7168,1,121,867328,9108,7168,68740.0,67647.0,0.0,1031100.0,0.0,13009920,14145600.0,13163520.0,5.00835218117581,6.25,5.0082781456953915,1.1259,2601984.0,70728000.0,1316352000.0,1389681984.0,1.389681984
1080p,1920,1080,128,128,11,16,4096,800.0,os,run_d90b8266590a,0a7e3f73104c,d90b8266590a,bottom_edge,128,56,15,sobel_3x3,sobel,7168,2,9,129024,7540,7168,17569.0,17471.0,0.0,263535.0,0.0,1935360,1518720.0,1199040.0,2.884780493389045,12.5,2.884615384615372,1.1259,387072.0,7593600.0,119904000.0,127884672.0,0.127884672
1080p,1920,1080,128,128,11,32,256,800.0,os,run_d97d077f2799,8bc28b488a6f,d97d077f2799,bottom_edge,128,56,15,gaussian_k11,gaussian,7168,1,121,867328,9108,7168,41073.0,40991.0,0.0,616095.0,0.0,13009920,13739040.0,302087520.0,2.0663072381742333,3.125,2.0662568306010884,0.281475,2601984.0,68695200.0,30208752000.0,30280049184.0,30.280049184
1080p,1920,1080,128,128,11,32,256,800.0,os,run_d97d077f2799,8bc28b488a6f,d97d077f2799,bottom_edge,128,56,15,sobel_3x3,sobel,7168,2,9,129024,7540,7168,15994.0,15903.0,0.0,239910.0,0.0,1935360,1458240.0,2003040.0,0.7923033389926429,6.25,0.7922535211267571,0.281475,387072.0,7291200.0,200304000.0,207982272.0,0.207982272
1080p,1920,1080,128,128,7,8,1024,50.0,os,run_d9baadb5c37f,21ed1448537b,d9baadb5c37f,bottom_edge,128,56,15,gaussian_k7,gaussian,7168,1,49,351232,8308,7168,61311.0,56447.0,0.0,919665.0,0.0,5268480,6249600.0,7195020.0,9.722394458518613,12.5,9.72222222222234,2.1708000000000003,1053696.0,31248000.0,719502000.0,751803696.0,0.751803696
1080p,1920,1080,128,128,7,8,1024,50.0,os,run_d9baadb5c37f,21ed1448537b,d9baadb5c37f,bottom_edge,128,56,15,sobel_3x3,sobel,7168,2,9,129024,7540,7168,22184.0,20607.0,0.0,332760.0,0.0,1935360,1639680.0,1184790.0,9.783083418255933,25.0,9.782608695652106,2.1708000000000003,387072.0,8198400.0,118479000.0,127064472.0,0.127064472
