resolution,frame_width,frame_height,tile_width,tile_height,gaussian_kernel,array_size,sram_budget_kb,bandwidth_gbps,dataflow,total_cycles,total_stall_cycles,total_macs,total_sram_accesses,total_sram_ifmap_reads,total_sram_filter_reads,total_sram_ofmap_writes,total_dram_accesses,total_dram_ifmap_reads,total_dram_filter_reads,total_dram_ofmap_writes,energy_mac_pj,energy_sram_ifmap_pj,energy_sram_filter_pj,energy_sram_ofmap_pj,energy_sram_pj,energy_dram_ifmap_pj,energy_dram_filter_pj,energy_dram_ofmap_pj,energy_dram_pj,energy_total_pj,analytical_lower_bound_ms,energy_backend,energy_model,sram_read_pj_per_byte,sram_write_pj_per_byte,dram_read_pj_per_byte,dram_write_pj_per_byte,latency_ms,num_pes,cycles_x_pes,stall_pct,energy_total_mj,edp_mj_ms,average_power_w_at_30fps,deadline_ms,feasible,average_power_w_at_deadline_fps
1080p,1920,1080,128,128,3,8,4096,50.0,ws,9881835.0,0.0,55987200,49770045.0,37324800.0,3645.0,12441600.0,78825600.0,66357000.0,27000.0,12441600.0,12877056.0,186624000.0,18225.0,62208000.0,248850225.0,10617120000.0,4320000.0,1990656000.0,12612096000.0,12873823281.0,0.8748,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,9.881835,64,632437440.0,0.0,12.873823281,127.21699748200064,0.38621469843,33,True,0.390115857
1080p,1920,1080,128,128,3,8,4096,50.0,ws,9881835.0,0.0,55987200,49770045.0,37324800.0,3645.0,12441600.0,78825600.0,66357000.0,27000.0,12441600.0,12877056.0,186624000.0,18225.0,62208000.0,248850225.0,10617120000.0,4320000.0,1990656000.0,12612096000.0,12873823281.0,0.8748,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,9.881835,64,632437440.0,0.0,12.873823281,127.21699748200064,0.38621469843,100,True,0.12873823281
1080p,1920,1080,128,128,3,8,4096,50.0,ws,9881835.0,0.0,55987200,49770045.0,37324800.0,3645.0,12441600.0,78825600.0,66357000.0,27000.0,12441600.0,12877056.0,186624000.0,18225.0,62208000.0,248850225.0,10617120000.0,4320000.0,1990656000.0,12612096000.0,12873823281.0,0.8748,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,9.881835,64,632437440.0,0.0,12.873823281,127.21699748200064,0.38621469843,200,True,0.064369116405
1080p,1920,1080,128,128,3,8,4096,200.0,os,12140610.0,0.0,55987200,58838400.0,37324800.0,6998400.0,14515200.0,43636800.0,37362000.0,54000.0,6220800.0,12877056.0,186624000.0,34992000.0,72576000.0,294192000.0,5977920000.0,8640000.0,995328000.0,6981888000.0,7288957056.0,0.8748,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,12.140609999999999,64,776999040.0,0.0,7.288957056,88.49238492364415,0.21866871168,33,True,0.22087748654545455
1080p,1920,1080,128,128,3,8,4096,200.0,os,12140610.0,0.0,55987200,58838400.0,37324800.0,6998400.0,14515200.0,43636800.0,37362000.0,54000.0,6220800.0,12877056.0,186624000.0,34992000.0,72576000.0,294192000.0,5977920000.0,8640000.0,995328000.0,6981888000.0,7288957056.0,0.8748,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,12.140609999999999,64,776999040.0,0.0,7.288957056,88.49238492364415,0.21866871168,100,True,0.07288957056
1080p,1920,1080,128,128,3,8,4096,200.0,os,12140610.0,0.0,55987200,58838400.0,37324800.0,6998400.0,14515200.0,43636800.0,37362000.0,54000.0,6220800.0,12877056.0,186624000.0,34992000.0,72576000.0,294192000.0,5977920000.0,8640000.0,995328000.0,6981888000.0,7288957056.0,0.8748,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,12.140609999999999,64,776999040.0,0.0,7.288957056,88.49238492364415,0.21866871168,200,True,0.03644478528
1080p,1920,1080,128,128,3,8,4096,200.0,ws,8699880.0,0.0,55987200,49770045.0,37324800.0,3645.0,12441600.0,78867600.0,66372000.0,54000.0,12441600.0,12877056.0,186624000.0,18225.0,62208000.0,248850225.0,10619520000.0,8640000.0,1990656000.0,12618816000.0,12880543281.0,0.8748,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,8.69988,64,556792320.0,0.0,12.880543281,112.05918087950629,0.38641629843,33,True,0.39031949336363636
1080p,1920,1080,128,128,3,8,4096,200.0,ws,8699880.0,0.0,55987200,49770045.0,37324800.0,3645.0,12441600.0,78867600.0,66372000.0,54000.0,12441600.0,12877056.0,186624000.0,18225.0,62208000.0,248850225.0,10619520000.0,8640000.0,1990656000.0,12618816000.0,12880543281.0,0.8748,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,8.69988,64,556792320.0,0.0,12.880543281,112.05918087950629,0.38641629843,100,True,0.12880543281
1080p,1920,1080,128,128,3,8,4096,200.0,ws,8699880.0,0.0,55987200,49770045.0,37324800.0,3645.0,12441600.0,78867600.0,66372000.0,54000.0,12441600.0,12877056.0,186624000.0,18225.0,62208000.0,248850225.0,10619520000.0,8640000.0,1990656000.0,12618816000.0,12880543281.0,0.8748,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,8.69988,64,556792320.0,0.0,12.880543281,112.05918087950629,0.38641629843,200,True,0.064402716405
1080p,1920,1080,128,128,3,8,4096,800.0,os,11977335.0,0.0,55987200,58838400.0,37324800.0,6998400.0,14515200.0,43900800.0,37464000.0,216000.0,6220800.0,12877056.0,186624000.0,34992000.0,72576000.0,294192000.0,5994240000.0,34560000.0,995328000.0,7024128000.0,7331197056.0,0.8748,accelergy,assignment_style_accelergy_ert,5.0,5.0,160.0,160.0,11.977335,64,766549440.0,0.0,7.331197056,87.80820309072575,0.21993591168,33,True,0.22215748654545456
