resolution,frame_width,frame_height,tile_width,tile_height,gaussian_kernel,array_size,sram_budget_kb,bandwidth_gbps,dataflow,total_cycles,total_stall_cycles,total_macs,total_sram_accesses,total_sram_ifmap_reads,total_sram_filter_reads,total_sram_ofmap_writes,total_dram_accesses,total_dram_ifmap_reads,total_dram_filter_reads,total_dram_ofmap_writes,energy_mac_pj,energy_sram_ifmap_pj,energy_sram_filter_pj,energy_sram_ofmap_pj,energy_sram_pj,energy_dram_ifmap_pj,energy_dram_filter_pj,energy_dram_ofmap_pj,energy_dram_pj,energy_total_pj,analytical_lower_bound_ms,energy_backend,energy_model,sram_read_pj_per_byte,sram_write_pj_per_byte,dram_read_pj_per_byte,dram_write_pj_per_byte,latency_ms,num_pes,cycles_x_pes,stall_pct,energy_total_mj,edp_mj_ms,average_power_w_at_30fps
1080p,1920,1080,128,128,3,16,1024,800.0,is,12366135.0,0.0,55987200,47044800.0,37324800.0,3499200.0,6220800.0,43900800.0,37464000.0,216000.0,6220800.0,55987200.0,298598400.0,27993600.0,43545600.0,370137600.0,37464000.0,216000.0,6220800.0,43900800.0,470025600.0,0.2187,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,12.366135,256,3165730560.0,0.0,0.4700256,5.812400023056,0.014100768
1080p,1920,1080,128,128,3,16,1024,800.0,os,10162935.0,0.0,55987200,55339200.0,37324800.0,3499200.0,14515200.0,43900800.0,37464000.0,216000.0,6220800.0,55987200.0,298598400.0,27993600.0,101606400.0,428198400.0,37464000.0,216000.0,6220800.0,43900800.0,528086400.0,0.2187,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,10.162935,256,2601711360.0,0.0,0.5280864,5.366907757583999,0.015842592
1080p,1920,1080,128,128,3,16,1024,800.0,ws,4242285.0,0.0,55987200,43549245.0,37324800.0,3645.0,6220800.0,66724800.0,60288000.0,216000.0,6220800.0,55987200.0,298598400.0,29160.0,43545600.0,342173160.0,60288000.0,216000.0,6220800.0,66724800.0,464885160.0,0.2187,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,4.242285,256,1086024960.0,0.0,0.46488516,1.9721753409906,0.0139465548
1080p,1920,1080,128,128,3,16,4096,50.0,is,13182735.0,0.0,55987200,47044800.0,37324800.0,3499200.0,6220800.0,43570800.0,37336500.0,13500.0,6220800.0,55987200.0,298598400.0,27993600.0,43545600.0,370137600.0,37336500.0,13500.0,6220800.0,43570800.0,469695600.0,0.2187,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,13.182735,256,3374780160.0,0.0,0.4696956,6.191872625466,0.014090868
1080p,1920,1080,128,128,3,16,4096,50.0,os,10979535.0,0.0,55987200,55339200.0,37324800.0,3499200.0,14515200.0,43597800.0,37336500.0,40500.0,6220800.0,55987200.0,298598400.0,27993600.0,101606400.0,428198400.0,37336500.0,40500.0,6220800.0,43597800.0,527783400.0,0.2187,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,10.979535,256,2810760960.0,0.0,0.5277834,5.794816312719,0.015833502
1080p,1920,1080,128,128,3,16,4096,50.0,ws,5610765.0,0.0,55987200,43549245.0,37324800.0,3645.0,6220800.0,72618300.0,66357000.0,40500.0,6220800.0,55987200.0,298598400.0,29160.0,43545600.0,342173160.0,66357000.0,40500.0,6220800.0,72618300.0,470778660.0,0.2187,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,5.610765,256,1436355840.0,0.0,0.47077866,2.6414284282749,0.0141233598
1080p,1920,1080,128,128,3,16,4096,200.0,is,12529410.0,0.0,55987200,47044800.0,37324800.0,3499200.0,6220800.0,43636800.0,37362000.0,54000.0,6220800.0,55987200.0,298598400.0,27993600.0,43545600.0,370137600.0,37362000.0,54000.0,6220800.0,43636800.0,469761600.0,0.2187,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,12.52941,256,3207528960.0,0.0,0.4697616,5.885835688656,0.014092848
1080p,1920,1080,128,128,3,16,4096,200.0,os,10326210.0,0.0,55987200,55339200.0,37324800.0,3499200.0,14515200.0,43636800.0,37362000.0,54000.0,6220800.0,55987200.0,298598400.0,27993600.0,101606400.0,428198400.0,37362000.0,54000.0,6220800.0,43636800.0,527822400.0,0.2187,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,10.326210000000001,256,2643509760.0,0.0,0.5278224,5.450404945104001,0.015834672
1080p,1920,1080,128,128,3,16,4096,200.0,ws,4522080.0,0.0,55987200,43549245.0,37324800.0,3645.0,6220800.0,72646800.0,66372000.0,54000.0,6220800.0,55987200.0,298598400.0,29160.0,43545600.0,342173160.0,66372000.0,54000.0,6220800.0,72646800.0,470807160.0,0.2187,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,4.522080000000001,256,1157652480.0,0.0,0.47080716,2.1290276420928005,0.0141242148
1080p,1920,1080,128,128,3,16,4096,800.0,is,12366135.0,0.0,55987200,47044800.0,37324800.0,3499200.0,6220800.0,43900800.0,37464000.0,216000.0,6220800.0,55987200.0,298598400.0,27993600.0,43545600.0,370137600.0,37464000.0,216000.0,6220800.0,43900800.0,470025600.0,0.2187,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,12.366135,256,3165730560.0,0.0,0.4700256,5.812400023056,0.014100768
1080p,1920,1080,128,128,3,16,4096,800.0,os,10162935.0,0.0,55987200,55339200.0,37324800.0,3499200.0,14515200.0,43900800.0,37464000.0,216000.0,6220800.0,55987200.0,298598400.0,27993600.0,101606400.0,428198400.0,37464000.0,216000.0,6220800.0,43900800.0,528086400.0,0.2187,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,10.162935,256,2601711360.0,0.0,0.5280864,5.366907757583999,0.015842592
1080p,1920,1080,128,128,3,16,4096,800.0,ws,4249965.0,0.0,55987200,43549245.0,37324800.0,3645.0,6220800.0,72868800.0,66432000.0,216000.0,6220800.0,55987200.0,298598400.0,29160.0,43545600.0,342173160.0,66432000.0,216000.0,6220800.0,72868800.0,471029160.0,0.2187,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,4.2499649999999995,256,1087991040.0,0.0,0.47102916,2.0018574439793997,0.0141308748
1080p,1920,1080,128,128,3,32,256,50.0,is,12818865.0,0.0,55987200,45295200.0,37324800.0,1749600.0,6220800.0,193543050.0,187302000.0,20250.0,6220800.0,55987200.0,298598400.0,13996800.0,43545600.0,356140800.0,187302000.0,20250.0,6220800.0,193543050.0,605671050.0,0.054675,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,12.818865,1024,13126517760.0,0.0,0.60567105,7.76401542435825,0.0181701315
1080p,1920,1080,128,128,3,32,256,50.0,os,9643665.0,0.0,55987200,53589600.0,37324800.0,1749600.0,14515200.0,193603800.0,187302000.0,81000.0,6220800.0,55987200.0,298598400.0,13996800.0,101606400.0,414201600.0,187302000.0,81000.0,6220800.0,193603800.0,663792600.0,0.054675,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,9.643664999999999,1024,9875112960.0,0.0,0.6637926,6.401393463878999,0.019913778
1080p,1920,1080,128,128,3,32,256,50.0,ws,4614645.0,0.0,55987200,43549245.0,37324800.0,3645.0,6220800.0,52243800.0,45942000.0,81000.0,6220800.0,55987200.0,298598400.0,29160.0,43545600.0,342173160.0,45942000.0,81000.0,6220800.0,52243800.0,450404160.0,0.054675,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,4.614644999999999,1024,4725396480.0,0.0,0.45040416,2.0784553049231995,0.0135121248
1080p,1920,1080,128,128,3,32,256,200.0,is,12487050.0,0.0,55987200,45295200.0,37324800.0,1749600.0,6220800.0,193894800.0,187620000.0,54000.0,6220800.0,55987200.0,298598400.0,13996800.0,43545600.0,356140800.0,187620000.0,54000.0,6220800.0,193894800.0,606022800.0,0.054675,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,12.48705,1024,12786739200.0,0.0,0.6060228,7.5674370047399995,0.018180684
1080p,1920,1080,128,128,3,32,256,200.0,os,9311850.0,0.0,55987200,53589600.0,37324800.0,1749600.0,14515200.0,193948800.0,187620000.0,108000.0,6220800.0,55987200.0,298598400.0,13996800.0,101606400.0,414201600.0,187620000.0,108000.0,6220800.0,193948800.0,664137600.0,0.054675,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,9.31185,1024,9535334400.0,0.0,0.6641376,6.184349710559999,0.019924128
1080p,1920,1080,128,128,3,32,256,200.0,ws,4282830.0,0.0,55987200,43549245.0,37324800.0,3645.0,6220800.0,52348800.0,46020000.0,108000.0,6220800.0,55987200.0,298598400.0,29160.0,43545600.0,342173160.0,46020000.0,108000.0,6220800.0,52348800.0,450509160.0,0.054675,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,4.28283,1024,4385617920.0,0.0,0.45050916,1.9294541457228,0.0135152748
1080p,1920,1080,128,128,3,32,256,800.0,is,12404085.0,0.0,55987200,45295200.0,37324800.0,1749600.0,6220800.0,194692800.0,188256000.0,216000.0,6220800.0,55987200.0,298598400.0,13996800.0,43545600.0,356140800.0,188256000.0,216000.0,6220800.0,194692800.0,606820800.0,0.054675,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,12.404085,1024,12701783040.0,0.0,0.6068208,7.527056782968001,0.018204624
1080p,1920,1080,128,128,3,32,256,800.0,os,9228885.0,0.0,55987200,53589600.0,37324800.0,1749600.0,14515200.0,194692800.0,188256000.0,216000.0,6220800.0,55987200.0,298598400.0,13996800.0,101606400.0,414201600.0,188256000.0,216000.0,6220800.0,194692800.0,664881600.0,0.054675,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,9.228885,1024,9450378240.0,0.0,0.6648816,6.136115825016,0.019946448
1080p,1920,1080,128,128,3,32,256,800.0,ws,4199865.0,0.0,55987200,43549245.0,37324800.0,3645.0,6220800.0,52612800.0,46176000.0,216000.0,6220800.0,55987200.0,298598400.0,29160.0,43545600.0,342173160.0,46176000.0,216000.0,6220800.0,52612800.0,450773160.0,0.054675,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,4.199865,1024,4300661760.0,0.0,0.45077316,1.8931864176234,0.0135231948
1080p,1920,1080,128,128,3,32,1024,50.0,is,13247535.0,0.0,55987200,45295200.0,37324800.0,1749600.0,6220800.0,43577550.0,37336500.0,20250.0,6220800.0,55987200.0,298598400.0,13996800.0,43545600.0,356140800.0,37336500.0,20250.0,6220800.0,43577550.0,455705550.0,0.054675,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,13.247535,1024,13565475840.0,0.0,0.45570555,6.03697522331925,0.0136711665
1080p,1920,1080,128,128,3,32,1024,50.0,os,10072335.0,0.0,55987200,53589600.0,37324800.0,1749600.0,14515200.0,43638300.0,37336500.0,81000.0,6220800.0,55987200.0,298598400.0,13996800.0,101606400.0,414201600.0,37336500.0,81000.0,6220800.0,43638300.0,513827100.0,0.054675,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,10.072335,1024,10314071040.0,0.0,0.5138271,5.1754386832785,0.015414813
1080p,1920,1080,128,128,3,32,1024,50.0,ws,5567265.0,0.0,55987200,43549245.0,37324800.0,3645.0,6220800.0,69835800.0,63534000.0,81000.0,6220800.0,55987200.0,298598400.0,29160.0,43545600.0,342173160.0,63534000.0,81000.0,6220800.0,69835800.0,467996160.0,0.054675,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,5.567265,1024,5700879360.0,0.0,0.46799616,2.6054586417023997,0.0140398848
1080p,1920,1080,128,128,3,32,1024,200.0,is,12594210.0,0.0,55987200,45295200.0,37324800.0,1749600.0,6220800.0,43636800.0,37362000.0,54000.0,6220800.0,55987200.0,298598400.0,13996800.0,43545600.0,356140800.0,37362000.0,54000.0,6220800.0,43636800.0,455764800.0,0.054675,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,12.59421,1024,12896471040.0,0.0,0.4557648,5.739997601808001,0.013672944
1080p,1920,1080,128,128,3,32,1024,200.0,os,9419010.0,0.0,55987200,53589600.0,37324800.0,1749600.0,14515200.0,43690800.0,37362000.0,108000.0,6220800.0,55987200.0,298598400.0,13996800.0,101606400.0,414201600.0,37362000.0,108000.0,6220800.0,43690800.0,513879600.0,0.054675,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,9.41901,1024,9645066240.0,0.0,0.5138796,4.840237091196,0.015416388
1080p,1920,1080,128,128,3,32,1024,200.0,ws,4521030.0,0.0,55987200,43549245.0,37324800.0,3645.0,6220800.0,69898800.0,63570000.0,108000.0,6220800.0,55987200.0,298598400.0,29160.0,43545600.0,342173160.0,63570000.0,108000.0,6220800.0,69898800.0,468059160.0,0.054675,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,4.52103,1024,4629534720.0,0.0,0.46805916,2.1161095041348,0.0140417748
1080p,1920,1080,128,128,3,32,1024,800.0,is,12430935.0,0.0,55987200,45295200.0,37324800.0,1749600.0,6220800.0,43900800.0,37464000.0,216000.0,6220800.0,55987200.0,298598400.0,13996800.0,43545600.0,356140800.0,37464000.0,216000.0,6220800.0,43900800.0,456028800.0,0.054675,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,12.430935,1024,12729277440.0,0.0,0.4560288,5.668864370928,0.013680864
1080p,1920,1080,128,128,3,32,1024,800.0,os,9255735.0,0.0,55987200,53589600.0,37324800.0,1749600.0,14515200.0,43900800.0,37464000.0,216000.0,6220800.0,55987200.0,298598400.0,13996800.0,101606400.0,414201600.0,37464000.0,216000.0,6220800.0,43900800.0,514089600.0,0.054675,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,9.255735,1024,9477872640.0,0.0,0.5140896,4.758277103856,0.015422688
1080p,1920,1080,128,128,3,32,1024,800.0,ws,4259535.0,0.0,55987200,43549245.0,37324800.0,3645.0,6220800.0,70156800.0,63720000.0,216000.0,6220800.0,55987200.0,298598400.0,29160.0,43545600.0,342173160.0,63720000.0,216000.0,6220800.0,70156800.0,468317160.0,0.054675,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,4.259535,1024,4361763840.0,0.0,0.46831716,1.9948133341205998,0.0140495148
1080p,1920,1080,128,128,3,32,4096,50.0,is,13247535.0,0.0,55987200,45295200.0,37324800.0,1749600.0,6220800.0,43577550.0,37336500.0,20250.0,6220800.0,55987200.0,298598400.0,13996800.0,43545600.0,356140800.0,37336500.0,20250.0,6220800.0,43577550.0,455705550.0,0.054675,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,13.247535,1024,13565475840.0,0.0,0.45570555,6.03697522331925,0.0136711665
1080p,1920,1080,128,128,3,32,4096,50.0,os,10072335.0,0.0,55987200,53589600.0,37324800.0,1749600.0,14515200.0,43638300.0,37336500.0,81000.0,6220800.0,55987200.0,298598400.0,13996800.0,101606400.0,414201600.0,37336500.0,81000.0,6220800.0,43638300.0,513827100.0,0.054675,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,10.072335,1024,10314071040.0,0.0,0.5138271,5.1754386832785,0.015414813
1080p,1920,1080,128,128,3,32,4096,50.0,ws,6950865.0,0.0,55987200,43549245.0,37324800.0,3645.0,6220800.0,139015800.0,132714000.0,81000.0,6220800.0,55987200.0,298598400.0,29160.0,43545600.0,342173160.0,132714000.0,81000.0,6220800.0,139015800.0,537176160.0,0.054675,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,6.950864999999999,1024,7117685760.0,0.0,0.53717616,3.7338389693783998,0.0161152848
1080p,1920,1080,128,128,3,32,4096,200.0,is,12594210.0,0.0,55987200,45295200.0,37324800.0,1749600.0,6220800.0,43636800.0,37362000.0,54000.0,6220800.0,55987200.0,298598400.0,13996800.0,43545600.0,356140800.0,37362000.0,54000.0,6220800.0,43636800.0,455764800.0,0.054675,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,12.59421,1024,12896471040.0,0.0,0.4557648,5.739997601808001,0.013672944
1080p,1920,1080,128,128,3,32,4096,200.0,os,9419010.0,0.0,55987200,53589600.0,37324800.0,1749600.0,14515200.0,43690800.0,37362000.0,108000.0,6220800.0,55987200.0,298598400.0,13996800.0,101606400.0,414201600.0,37362000.0,108000.0,6220800.0,43690800.0,513879600.0,0.054675,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,9.41901,1024,9645066240.0,0.0,0.5138796,4.840237091196,0.015416388
1080p,1920,1080,128,128,3,32,4096,200.0,ws,4866870.0,0.0,55987200,43549245.0,37324800.0,3645.0,6220800.0,139066800.0,132738000.0,108000.0,6220800.0,55987200.0,298598400.0,29160.0,43545600.0,342173160.0,132738000.0,108000.0,6220800.0,139066800.0,537227160.0,0.054675,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,4.86687,1024,4983674880.0,0.0,0.53722716,2.6146147481892,0.0161168148
1080p,1920,1080,128,128,3,32,4096,800.0,is,12430935.0,0.0,55987200,45295200.0,37324800.0,1749600.0,6220800.0,43900800.0,37464000.0,216000.0,6220800.0,55987200.0,298598400.0,13996800.0,43545600.0,356140800.0,37464000.0,216000.0,6220800.0,43900800.0,456028800.0,0.054675,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,12.430935,1024,12729277440.0,0.0,0.4560288,5.668864370928,0.013680864
1080p,1920,1080,128,128,3,32,4096,800.0,os,9255735.0,0.0,55987200,53589600.0,37324800.0,1749600.0,14515200.0,43900800.0,37464000.0,216000.0,6220800.0,55987200.0,298598400.0,13996800.0,101606400.0,414201600.0,37464000.0,216000.0,6220800.0,43900800.0,514089600.0,0.054675,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,9.255735,1024,9477872640.0,0.0,0.5140896,4.758277103856,0.015422688
1080p,1920,1080,128,128,3,32,4096,800.0,ws,4345935.0,0.0,55987200,43549245.0,37324800.0,3645.0,6220800.0,139276800.0,132840000.0,216000.0,6220800.0,55987200.0,298598400.0,29160.0,43545600.0,342173160.0,132840000.0,216000.0,6220800.0,139276800.0,537437160.0,0.054675,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,4.345935000000001,1024,4450237440.0,0.0,0.53743716,2.3356669639446004,0.0161231148
1080p,1920,1080,128,128,3,64,256,50.0,is,12851265.0,0.0,55987200,44420400.0,37324800.0,874800.0,6220800.0,193556550.0,187302000.0,33750.0,6220800.0,55987200.0,298598400.0,6998400.0,43545600.0,349142400.0,187302000.0,33750.0,6220800.0,193556550.0,598686150.0,0.041472,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,12.851265000000001,4096,52638781440.0,0.0,0.59868615,7.6938743654797515,0.0179605845
1080p,1920,1080,128,128,3,64,256,50.0,os,9190065.0,0.0,55987200,52714800.0,37324800.0,874800.0,14515200.0,193684800.0,187302000.0,162000.0,6220800.0,55987200.0,298598400.0,6998400.0,101606400.0,407203200.0,187302000.0,162000.0,6220800.0,193684800.0,656875200.0,0.041472,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,9.190065,4096,37642506240.0,0.0,0.6568752,6.0367257848880005,0.019706256
1080p,1920,1080,128,128,3,64,256,50.0,ws,4640565.0,0.0,55987200,43549245.0,37324800.0,3645.0,6220800.0,52324800.0,45942000.0,162000.0,6220800.0,55987200.0,298598400.0,29160.0,43545600.0,342173160.0,45942000.0,162000.0,6220800.0,52324800.0,450485160.0,0.041472,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,4.6405650000000005,4096,19007754240.0,0.0,0.45048516,2.0905056665154,0.0135145548
1080p,1920,1080,128,128,3,64,256,200.0,is,12519450.0,0.0,55987200,44420400.0,37324800.0,874800.0,6220800.0,193894800.0,187620000.0,54000.0,6220800.0,55987200.0,298598400.0,6998400.0,43545600.0,349142400.0,187620000.0,54000.0,6220800.0,193894800.0,599024400.0,0.01366875,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,12.519449999999999,4096,51279667200.0,0.0,0.5990244,7.49945602458,0.017970732
1080p,1920,1080,128,128,3,64,256,200.0,os,8858250.0,0.0,55987200,52714800.0,37324800.0,874800.0,14515200.0,194002800.0,187620000.0,162000.0,6220800.0,55987200.0,298598400.0,6998400.0,101606400.0,407203200.0,187620000.0,162000.0,6220800.0,194002800.0,657193200.0,0.01366875,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,8.85825,4096,36283392000.0,0.0,0.6571932,5.8215816639,0.019715796
1080p,1920,1080,128,128,3,64,256,200.0,ws,4308750.0,0.0,55987200,43549245.0,37324800.0,3645.0,6220800.0,52402800.0,46020000.0,162000.0,6220800.0,55987200.0,298598400.0,29160.0,43545600.0,342173160.0,46020000.0,162000.0,6220800.0,52402800.0,450563160.0,0.01366875,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,4.30875,4096,17648640000.0,0.0,0.45056316,1.94136401565,0.0135168948
1080p,1920,1080,128,128,3,64,256,800.0,is,12436485.0,0.0,55987200,44420400.0,37324800.0,874800.0,6220800.0,194692800.0,188256000.0,216000.0,6220800.0,55987200.0,298598400.0,6998400.0,43545600.0,349142400.0,188256000.0,216000.0,6220800.0,194692800.0,599822400.0,0.01366875,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,12.436485000000001,4096,50939842560.0,0.0,0.5998224,7.459682280264,0.017994672
1080p,1920,1080,128,128,3,64,256,800.0,os,8775285.0,0.0,55987200,52714800.0,37324800.0,874800.0,14515200.0,194692800.0,188256000.0,216000.0,6220800.0,55987200.0,298598400.0,6998400.0,101606400.0,407203200.0,188256000.0,216000.0,6220800.0,194692800.0,657883200.0,0.01366875,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,8.775285,4096,35943567360.0,0.0,0.6578832,5.773112576712,0.019736496
1080p,1920,1080,128,128,3,64,256,800.0,ws,4225785.0,0.0,55987200,43549245.0,37324800.0,3645.0,6220800.0,52612800.0,46176000.0,216000.0,6220800.0,55987200.0,298598400.0,29160.0,43545600.0,342173160.0,46176000.0,216000.0,6220800.0,52612800.0,450773160.0,0.01366875,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,4.225785,4096,17308815360.0,0.0,0.45077316,1.9048704579306002,0.0135231948
1080p,1920,1080,128,128,3,64,1024,50.0,is,13279935.0,0.0,55987200,44420400.0,37324800.0,874800.0,6220800.0,43591050.0,37336500.0,33750.0,6220800.0,55987200.0,298598400.0,6998400.0,43545600.0,349142400.0,37336500.0,33750.0,6220800.0,43591050.0,448720650.0,0.041472,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,13.279935,4096,54394613760.0,0.0,0.44872065,5.95898106515775,0.0134616195
1080p,1920,1080,128,128,3,64,1024,50.0,os,9618735.0,0.0,55987200,52714800.0,37324800.0,874800.0,14515200.0,43719300.0,37336500.0,162000.0,6220800.0,55987200.0,298598400.0,6998400.0,101606400.0,407203200.0,37336500.0,162000.0,6220800.0,43719300.0,506909700.0,0.041472,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,9.618735,4096,39398338560.0,0.0,0.5069097,4.8758300732294995,0.015207291
1080p,1920,1080,128,128,3,64,1024,50.0,ws,5597175.0,0.0,55987200,43549245.0,37324800.0,3645.0,6220800.0,70116300.0,63733500.0,162000.0,6220800.0,55987200.0,298598400.0,29160.0,43545600.0,342173160.0,63733500.0,162000.0,6220800.0,70116300.0,468276660.0,0.041472,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,5.597175,4096,22926028800.0,0.0,0.46827666,2.6210264144355,0.0140482998
1080p,1920,1080,128,128,3,64,1024,200.0,is,12626610.0,0.0,55987200,44420400.0,37324800.0,874800.0,6220800.0,43636800.0,37362000.0,54000.0,6220800.0,55987200.0,298598400.0,6998400.0,43545600.0,349142400.0,37362000.0,54000.0,6220800.0,43636800.0,448766400.0,0.01366875,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,12.62661,4096,51718594560.0,0.0,0.4487664,5.666398313904,0.013462992
1080p,1920,1080,128,128,3,64,1024,200.0,os,8965410.0,0.0,55987200,52714800.0,37324800.0,874800.0,14515200.0,43744800.0,37362000.0,162000.0,6220800.0,55987200.0,298598400.0,6998400.0,101606400.0,407203200.0,37362000.0,162000.0,6220800.0,43744800.0,506935200.0,0.01366875,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,8.96541,4096,36722319360.0,0.0,0.5069352,4.544881911432,0.015208056
1080p,1920,1080,128,128,3,64,1024,200.0,ws,4547970.0,0.0,55987200,43549245.0,37324800.0,3645.0,6220800.0,70156800.0,63774000.0,162000.0,6220800.0,55987200.0,298598400.0,29160.0,43545600.0,342173160.0,63774000.0,162000.0,6220800.0,70156800.0,468317160.0,0.01366875,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,4.54797,4096,18628485120.0,0.0,0.46831716,2.1298923941652004,0.0140495148
1080p,1920,1080,128,128,3,64,1024,800.0,is,12463335.0,0.0,55987200,44420400.0,37324800.0,874800.0,6220800.0,43900800.0,37464000.0,216000.0,6220800.0,55987200.0,298598400.0,6998400.0,43545600.0,349142400.0,37464000.0,216000.0,6220800.0,43900800.0,449030400.0,0.01366875,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,12.463335,4096,51049820160.0,0.0,0.4490304,5.596416300384,0.013470912
1080p,1920,1080,128,128,3,64,1024,800.0,os,8802135.0,0.0,55987200,52714800.0,37324800.0,874800.0,14515200.0,43900800.0,37464000.0,216000.0,6220800.0,55987200.0,298598400.0,6998400.0,101606400.0,407203200.0,37464000.0,216000.0,6220800.0,43900800.0,507091200.0,0.01366875,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,8.802135000000002,4096,36053544960.0,0.0,0.5070912,4.463485199712,0.015212736
1080p,1920,1080,128,128,3,64,1024,800.0,ws,4285725.0,0.0,55987200,43549245.0,37324800.0,3645.0,6220800.0,70372800.0,63936000.0,216000.0,6220800.0,55987200.0,298598400.0,29160.0,43545600.0,342173160.0,63936000.0,216000.0,6220800.0,70372800.0,468533160.0,0.01366875,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,4.285724999999999,4096,17554329600.0,0.0,0.46853316,2.0080042771409996,0.0140559948
1080p,1920,1080,128,128,3,64,4096,50.0,is,13279935.0,0.0,55987200,44420400.0,37324800.0,874800.0,6220800.0,43591050.0,37336500.0,33750.0,6220800.0,55987200.0,298598400.0,6998400.0,43545600.0,349142400.0,37336500.0,33750.0,6220800.0,43591050.0,448720650.0,0.041472,accelergy_plugin,accelergy_component_library_table_plugin,8.0,7.0,1.0,1.0,13.279935,4096,54394613760.0,0.0,0.44872065,5.95898106515775,0.0134616195
