resolution,frame_width,frame_height,tile_width,tile_height,gaussian_kernel,array_size,sram_budget_kb,bandwidth_gbps,dataflow,stage_op,stage_cycles,stage_energy_mj,energy_backend,total_cycles,total_energy_mj,latency_share_pct,energy_share_pct
1080p,1920,1080,128,128,3,32,1024,200.0,is,sobel,6334695.0,0.2478408,accelergy_plugin,12594210.0,0.45576479999999997,50.29847048762884,54.37910079935967
1080p,1920,1080,128,128,3,32,1024,200.0,os,gaussian,4704315.0,0.23698139999999998,accelergy_plugin,9419010.0,0.5138796,49.944898667694375,46.1161330397237
1080p,1920,1080,128,128,3,32,1024,200.0,os,sobel,4714695.0,0.2768982,accelergy_plugin,9419010.0,0.5138796,50.05510133230563,53.88386696027629
1080p,1920,1080,128,128,3,32,1024,200.0,ws,gaussian,2255325.0,0.21639912,accelergy_plugin,4521030.0,0.46805916000000003,49.885203150609485,46.23328384386281
1080p,1920,1080,128,128,3,32,1024,200.0,ws,sobel,2265705.0,0.25166004000000003,accelergy_plugin,4521030.0,0.46805916000000003,50.11479684939052,53.766716156137186
1080p,1920,1080,128,128,3,32,1024,800.0,is,gaussian,6181800.0,0.208056,accelergy_plugin,12430935.0,0.4560288,49.72916357458228,45.62343430941203
1080p,1920,1080,128,128,3,32,1024,800.0,is,sobel,6249135.0,0.24797280000000002,accelergy_plugin,12430935.0,0.4560288,50.27083642541772,54.37656569058797
1080p,1920,1080,128,128,3,32,1024,800.0,os,gaussian,4626600.0,0.2370864,accelergy_plugin,9255735.0,0.5140896,49.986305787708915,46.117719557057754
1080p,1920,1080,128,128,3,32,1024,800.0,os,sobel,4629135.0,0.2770032,accelergy_plugin,9255735.0,0.5140896,50.013694212291085,53.882280442942246
1080p,1920,1080,128,128,3,32,1024,800.0,ws,gaussian,2128500.0,0.21652812,accelergy_plugin,4259535.0,0.46831716,49.97024323077519,46.23535896058132
1080p,1920,1080,128,128,3,32,1024,800.0,ws,sobel,2131035.0,0.25178904,accelergy_plugin,4259535.0,0.46831716,50.02975676922481,53.76464103941867
1080p,1920,1080,128,128,3,32,2048,50.0,is,gaussian,6570615.0,0.207891,accelergy_plugin,13247535.0,0.45570555,49.598774413504096,45.619589228175954
1080p,1920,1080,128,128,3,32,2048,50.0,is,sobel,6676920.0,0.24781455,accelergy_plugin,13247535.0,0.45570555,50.401225586495904,54.38041077182404
1080p,1920,1080,128,128,3,32,2048,50.0,ws,gaussian,3329400.0,0.24469362,accelergy_plugin,6700305.0,0.52464816,49.690275293438134,46.63956507538309
