resolution,frame_width,frame_height,tile_width,tile_height,gaussian_kernel,array_size,sram_budget_kb,bandwidth_gbps,dataflow,total_cycles,total_stall_cycles,total_macs,total_sram_accesses,total_sram_ifmap_reads,total_sram_filter_reads,total_sram_ofmap_writes,total_dram_accesses,total_dram_ifmap_reads,total_dram_filter_reads,total_dram_ofmap_writes,energy_mac_pj,energy_sram_ifmap_pj,energy_sram_filter_pj,energy_sram_ofmap_pj,energy_sram_pj,energy_dram_ifmap_pj,energy_dram_filter_pj,energy_dram_ofmap_pj,energy_dram_pj,energy_total_pj,analytical_lower_bound_ms,energy_backend,latency_ms,stall_pct,energy_total_mj,edp_mj_ms,average_power_w_at_30fps,deadline_ms,feasible,average_power_w_at_deadline_fps
hires,2048,2048,128,128,7,32,4096,50.0,os,28971776.0,0.0,281018368,281411584.0,243269632.0,8781824.0,29360128.0,256358912.0,243289600.0,486400.0,12582912.0,56203673.6,1216348160.0,43909120.0,146800640.0,1407057920.0,24328960000.0,48640000.0,1258291200.0,25635891200.0,27099152793.6,0.274432,accelergy,28.971776000000002,0.0,27.0991527936,785.1105845259534,0.812974583808,200,True,0.135495763968
hires,2048,2048,128,128,11,128,256,800.0,ws,8636928.0,0.0,583008256,557878016.0,545259520.0,35584.0,12582912.0,577216512.0,560742400.0,3891200.0,12582912.0,116601651.20000002,2726297600.0,177920.0,62914560.0,2789390080.0,56074240000.0,389120000.0,1258291200.0,57721651200.0,60627642931.200005,0.035584,accelergy,8.636928000000001,0.0,60.62764293120001,523.6365868064835,1.8188292879360002,33,True,1.8372013009454549
hires,2048,2048,128,128,11,128,256,200.0,ws,8797184.0,0.0,583008256,557878016.0,545259520.0,35584.0,12582912.0,575168512.0,558848000.0,3737600.0,12582912.0,116601651.20000002,2726297600.0,177920.0,62914560.0,2789390080.0,55884800000.0,373760000.0,1258291200.0,57516851200.0,60422842931.200005,0.035584,accelergy,8.797184,0.0,60.4228429312,531.5508670688657,1.8126852879360003,33,True,1.8309952403393943
hires,2048,2048,128,128,11,128,256,50.0,ws,15366656.0,5928448.0,583008256,557878016.0,545259520.0,35584.0,12582912.0,574208512.0,557900800.0,3724800.0,12582912.0,116601651.20000002,2726297600.0,177920.0,62914560.0,2789390080.0,55790080000.0,372480000.0,1258291200.0,57420851200.0,60326842931.200005,0.08388608,accelergy,15.366655999999999,38.579948688901474,60.326842931200005,927.0218428897821,1.8098052879360003,33,True,1.8280861494303031
hires,2048,2048,128,128,11,128,256,800.0,ws,8636928.0,0.0,583008256,557878016.0,545259520.0,35584.0,12582912.0,577216512.0,560742400.0,3891200.0,12582912.0,116601651.20000002,2726297600.0,177920.0,62914560.0,2789390080.0,56074240000.0,389120000.0,1258291200.0,57721651200.0,60627642931.200005,0.035584,accelergy,8.636928000000001,0.0,60.62764293120001,523.6365868064835,1.8188292879360002,100,True,0.606276429312
hires,2048,2048,128,128,11,128,256,200.0,ws,8797184.0,0.0,583008256,557878016.0,545259520.0,35584.0,12582912.0,575168512.0,558848000.0,3737600.0,12582912.0,116601651.20000002,2726297600.0,177920.0,62914560.0,2789390080.0,55884800000.0,373760000.0,1258291200.0,57516851200.0,60422842931.200005,0.035584,accelergy,8.797184,0.0,60.4228429312,531.5508670688657,1.8126852879360003,100,True,0.604228429312
hires,2048,2048,128,128,11,128,256,50.0,ws,15366656.0,5928448.0,583008256,557878016.0,545259520.0,35584.0,12582912.0,574208512.0,557900800.0,3724800.0,12582912.0,116601651.20000002,2726297600.0,177920.0,62914560.0,2789390080.0,55790080000.0,372480000.0,1258291200.0,57420851200.0,60326842931.200005,0.08388608,accelergy,15.366655999999999,38.579948688901474,60.326842931200005,927.0218428897821,1.8098052879360003,100,True,0.603268429312
hires,2048,2048,128,128,11,128,256,800.0,ws,8636928.0,0.0,583008256,557878016.0,545259520.0,35584.0,12582912.0,577216512.0,560742400.0,3891200.0,12582912.0,116601651.20000002,2726297600.0,177920.0,62914560.0,2789390080.0,56074240000.0,389120000.0,1258291200.0,57721651200.0,60627642931.200005,0.035584,accelergy,8.636928000000001,0.0,60.62764293120001,523.6365868064835,1.8188292879360002,200,True,0.303138214656
hires,2048,2048,128,128,11,128,256,200.0,ws,8797184.0,0.0,583008256,557878016.0,545259520.0,35584.0,12582912.0,575168512.0,558848000.0,3737600.0,12582912.0,116601651.20000002,2726297600.0,177920.0,62914560.0,2789390080.0,55884800000.0,373760000.0,1258291200.0,57516851200.0,60422842931.200005,0.035584,accelergy,8.797184,0.0,60.4228429312,531.5508670688657,1.8126852879360003,200,True,0.302114214656
hires,2048,2048,128,128,11,128,256,50.0,ws,15366656.0,5928448.0,583008256,557878016.0,545259520.0,35584.0,12582912.0,574208512.0,557900800.0,3724800.0,12582912.0,116601651.20000002,2726297600.0,177920.0,62914560.0,2789390080.0,55790080000.0,372480000.0,1258291200.0,57420851200.0,60326842931.200005,0.08388608,accelergy,15.366655999999999,38.579948688901474,60.326842931200005,927.0218428897821,1.8098052879360003,200,True,0.301634214656
